,filename,entry number,composition,OH lengths,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
12740,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,769,HO31Ti30,[0.9746910431467097],mp-1071163,"(1, 1, 1)",1,TiO_mp-1071163_Pa2MiNDHpf_hXQd7JZYCB,Ti3O3,1744,OH,-531.86684776,62,1,-2.4095347900000945
71118,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,778,HFe4O49V20,[0.9724267365711642],mp-777454,"(1, 0, -1)",1,V5FeO12_mp-777454_88AyPBzlS6_0YlTAL6Zny,V10Fe2O24,80118,OH,-542.12352564,74,1,-1.2383825700000273
22119,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,803,HMn12O39Ti12,[0.9713648595980334],mp-775296,"(2, 1, 0)",1,TiMnO4_mp-775296_fcfYc1ddyw_H28bdzzKGx,Ti2Mn2O8,28142,OH,-521.9131141,64,1,0.1707410299999594
12825,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,804,HMg6O53V24,[0.9682894367558263],mp-1244572,"(1, 0, 1)",1,MgV4O10_mp-1244572_zI54U9Rvjd_ytUg66PCkO,Mg2V8O20,5659,OH,-605.30528075,84,1,-0.0944976899999403
35026,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,812,HMn4O45V20,[0.9742479849113594],mp-756126,"(1, 0, -1)",1,MnV5O12_mp-756126_uIZh0F5Dq5_DkOLHDK9r2,Mn2V10O24,79983,OH,-520.7736575,70,1,-1.5397087899999915
15292,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,830,HCa6Mn42O47,[0.9722772528092902],mp-753132,"(1, 1, 2)",1,CaMn7O8_mp-753132_pd1Up7Hlqm_LzwNtQ0ual,Ca2Mn14O16,39806,OH,-705.88742219,96,1,-1.411941270000085
20384,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,853,H3Al30Fe16O67,"[8.751249826623503, 0.9806511283516272, 0.9770748897253839]",mp-30084,"(1, 0, 1)",3,Al2FeO4_mp-30084_zFUocOFYpN_2L6FxhliN9,Al16Fe8O32,9289,OH,-812.94819755,116,3,0.828966946666668
30234,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,868,HBa22Na22O35,[0.9759454557453148],mp-752395,"(1, 0, 0)",1,Ba2Na2O3_mp-752395_FAdsbQ7jmj_U7Fcw4M99J,Ba8Na8O12,79583,OH,-387.51008126,80,1,0.6032127800000069
26593,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,870,HBi8O31Tl8,[0.9772219771837299],TlBiO4-rutile,"(1, 1, 0)",1,TlBiO4_TlBiO4-rutile_faOv0sjzwb_bht2pVSUTG,Tl1Bi1O4,3346,OH,-238.62181669,48,1,1.3965692699999863
4815,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,902,HCu12O47Pt12,[0.9826331824315393],CuPtO4-rutile,"(2, 1, 3)",1,CuPtO4_CuPtO4-rutile_zK13h0LmAw_vHogGvL5LM,Cu1Pt1O4,16841,OH,-373.07788155,72,1,1.8704710200000532
42830,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,916,HCd12O51W12,[0.9729711663584738],mp-19387,"(1, 1, 1)",1,2411243514_CdWO4_mp-19387_M23LORMCnQ_CcMujsOdY4,Cd2W2O8,40945,OH,-463.55381922,76,1,0.5767146100000389
4376,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,918,HO45Sn18Zn12,[8.99307427904799],mvc-7701,"(1, 0, 0)",1,Zn2Sn3O8_mvc-7701_mYsch2gBlq_GNPOIoxDVI,Zn4Sn6O16,22170,OH,-413.12908954,76,1,-0.8655500999999788
37328,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,919,HCd16O57Ru16,[0.9736244200285159],mp-505552,"(1, 0, 0)",1,Cd2Ru2O7_mp-505552_3wnjAAorx2_xnhhbWMcKD,Cd16Ru16O56,17170,OH,-522.26772338,90,1,-0.1767514000000289
4302,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,929,H2Co16Hf16O38,"[0.9650993551401547, 0.9644531134199948]",mp-753534,"(1, 0, 0)",2,HfCoO3_mp-753534_sJjaZrAp0E_u3XB5yo3YM,Hf4Co4O12,7678,OH,-572.903985,72,2,-1.3513508850000164
1214,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,959,HO46Sb7Zn27,[0.9802559834423821],mp-1215862,"(1, 0, 0)",1,Zn7-SbO6-2_mp-1215862_mma7ZikqHR_n5PFgGohk0,Zn14Sb4O24,6112,OH,-387.43628564,81,1,1.2428834999999765
40824,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,984,HCa14O37Os16,[0.9724802729859403],mp-1016900,"(2, 2, 1)",1,2411243514_CaOsO3_mp-1016900_CIXjvHmvRE_zC9kymaFz8,Ca1Os1O3,42020,OH,-482.71399553,68,1,-0.7614923999999803
34864,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,995,HBa4O61W20,[12.744003740837261],mp-765995,"(1, 1, 0)",1,Ba-WO3-6_mp-765995_HftqUUfS1U_7lAg3aDibW,Ba1W6O18,26363,OH,-626.0007618,86,1,2.4225846700000773
83752,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,998,HO33Pb12Sn10,[1.0401914559238137],mp-978952,"(2, 1, 0)",1,1012805_SnPbO3_mp-978952_ry0ds7uVLV_ZDDoskghwZ,Sn1Pb1O3,83610,OH,-315.58709079,56,1,1.322961700000036
38633,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1059,HBi40O64Tl2,[0.98784977475889],mp-531130,"(1, -1, 1)",1,TlBi25O39_mp-531130_phvSg2OtMq_raRv58I1Wz,Tl1Bi25O39,29112,OH,-594.33059629,107,1,3.4824415200000374
77948,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1077,H5Cu8Li24O27,"[0.9704776391382016, 5.661788441708823, 9.870249328668532, 4.390661793802313, 3.413707018139058]",mp-19970,"(1, 0, 0)",5,Li3CuO3_mp-19970_FECTS52w7a_FHZPVQ3JK9,Li12Cu4O12,79917,OH,-301.25094179,64,5,3.233044093999996
1983,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1104,HBa32O45Zn16,[0.9693945563604217],mp-17911,"(1, 0, 1)",1,Ba2ZnO3_mp-17911_Ri5LaSCroI_dqOnWSsDm2,Ba16Zn8O24,22368,OH,-491.05373591,94,1,-0.5701880499999845
34444,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1113,HGa16O47V16,[1.0138252466089988],mp-755580,"(1, 0, 0)",1,VGaO3_mp-755580_QKH0cmnuZo_SsVQg7PV5B,V4Ga4O12,39516,OH,-528.215958,80,1,2.4585094700000525
20683,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,3,HO25Zn22,[0.9986599704234401],mp-1986,"(2, 1, 0)",1,ZnO_mp-1986_ZhLVI9b4jD_ZWb4Pp0d0h,Zn4O4,3714,OH,-206.3919364,48,1,1.653213930000021
23266,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,18,HO69Si24Sr24,[1.0122338051814148],mp-18313,"(0, 0, 1)",1,SrSiO3_mp-18313_XsMUZq3FVO_QJHBwxsBFe,Sr6Si6O18,7047,OH,-852.69348811,118,1,-0.8837426899999912
33730,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,35,HO17Sr18,[0.9736372728132074],mp-2472,"(3, 1, 0)",1,SrO_mp-2472_yBl3x8nbgu_R9rfjyACU8,Sr4O4,37712,OH,-205.3365333,36,1,-1.7247509200000195
76480,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,75,HNa84O81Si20,[0.9713585336971696],mp-7500,"(0, 1, 2)",1,Na4SiO4_mp-7500_28hzISevLE_tuAiHE56jU,Na8Si2O8,76509,OH,-985.56287146,186,1,-2.59111395000005
27640,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,98,H2Cu24Mn24O48,"[0.971440135184698, 0.9982410560060793]",mp-510589,"(0, 1, -1)",2,MnCuO2_mp-510589_xI16sN5X36_Xt57bAoyFa,Mn1Cu1O2,22018,OH,-603.84671127,98,2,1.305561839999967
26060,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,113,HAl32Mg16O65,[0.9704968972211937],mp-3536,"(1, 0, 0)",1,MgAl2O4_mp-3536_nasE5CREYH_U68pFolvKP,Mg8Al16O32,25274,OH,-791.84435657,114,1,0.1154117800000165
75832,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,115,HBa14O25,[0.9748875229067052],mp-1182137,"(0, 1, 0)",1,BaO2_mp-1182137_61epAJaiWC_hq5zmhCthh,Ba8O16,69631,OH,-221.29534177,40,1,-2.495095139999989
12675,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,123,H5Au8Mn7O37,"[1.0121730942411498, 3.260698840216318, 10.122425914573615, 0.9793880672155056, 4.080346439356445]",MnAuO4-rutile,"(2, 1, 2)",5,MnAuO4_MnAuO4-rutile_TpUMdSCD52_bb1CVSZzWF,Mn1Au1O4,37784,OH,-300.9680225,57,5,0.8381474399999945
40035,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,137,HFe14O41Sc12,[0.9817161623801848],mp-769734,"(1, 0, 1)",1,ScFeO3_mp-769734_gabH0lDICf_9K5ZzprqG9,Sc4Fe4O12,4451,OH,-500.77494926,68,1,5.547331279999952
10731,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,143,HMn6O81Sb24,[1.0303537503236875],mp-757065,"(1, 1, 2)",1,Mn-SbO3-4_mp-757065_G1taBpUwlT_WWmPw3xEL9,Mn1Sb4O12,36857,OH,-648.68947684,112,1,-0.5359825600000079
14666,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,147,H2K12O14Tl12,"[0.9753171889380376, 0.9741053237577196]",mp-27716,"(1, 1, 0)",2,KTlO_mp-27716_oySAhRYabL_spvYP0Kr3K,K4Tl4O4,5136,OH,-152.42069345,40,2,0.245312030000008
30979,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,149,H2O46Sb12Y12,"[0.9771655939658608, 1.5419081034291182]",mp-1207765,"(1, 1, -1)",2,YSbO4_mp-1207765_0YfsuIfyRD_hXl5hSwT7J,Y4Sb4O16,20483,OH,-520.51490215,72,2,-0.2036556250000103
17210,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,151,HK12O73Os24,[10.781650783029955],mp-554461,"(1, 0, 0)",1,K-OsO3-2_mp-554461_3CsgSipvZD_J0n95hmzf3,K2Os4O12,5458,OH,-770.8817913,110,1,-0.6602171600000304
74345,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,158,HO29Rb24Ti8,[0.9700195099296349],mp-771127,"(1, 0, 0)",1,Rb4TiO4_mp-771127_sdri9aoRNr_cZzWaesgA9,Rb16Ti4O16,75697,OH,-355.56801147,62,1,-0.7316628099999605
38112,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,163,HMg6O35Ta12,[0.9769499655798013],mp-9650,"(1, 1, 0)",1,MgTa2O6_mp-9650_kvW9nOnf7C_58GemSSTxd,Mg2Ta4O12,24957,OH,-469.43342378,54,1,-1.622447859999994
25336,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,168,HNi54O57Zn6,[0.976018852455738],mp-753454,"(1, -2, -1)",1,ZnNi9O10_mp-753454_TDTXg1U8X8_HpYnfEU5GI,Zn1Ni9O10,23758,OH,-524.96529547,118,1,-0.9877463099999488
7830,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,189,HO33Pd8Se16,[0.9781732942630509],mp-4649,"(1, 1, 0)",1,PdSe2O5_mp-4649_9V5DrwjDYM_3Z4baB9wzE,Pd4Se8O20,35289,OH,-293.78712854,58,1,0.66011445999996
71612,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,250,H4Co22K22O44,"[0.9706326209927513, 0.9720776859090159, 1.0781878455882932, 1.0983609575450068]",mp-557137,"(3, 1, 0)",4,KCoO2_mp-557137_RCf2NJQTF7_LC1xOab7yb,K4Co4O8,75487,OH,-462.25162367,92,4,1.0047093149999995
4050,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,254,HLi48O43Zr16,[0.9881926418223711],mp-5418,"(0, 1, 0)",1,Li6Zr2O7_mp-5418_Hz2IjyToli_NHKPavaFmS,Li24Zr8O28,79258,OH,-661.91186137,108,1,-1.0948511900000142
19590,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,317,H2Mn12O42Sn12,"[0.9744405457248437, 0.9739369046920553]",MnSnO4-rutile,"(2, 1, 3)",2,MnSnO4_MnSnO4-rutile_Al1DMkjEPV_UXcgTJk9oQ,Mn1Sn1O4,21651,OH,-437.46034688,68,2,0.7960961950000183
33122,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,320,HAg24Ba24O45,[0.9721065875289084],mp-1096845,"(0, 2, 1)",1,BaAgO2_mp-1096845_FIWU0HZg0l_s0zffQQNrk,Ba4Ag4O8,35316,OH,-462.24561304,94,1,-0.2233130700000458
32975,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,339,H2Na16O60Re16,"[0.9878273302020254, 0.9938802220930296]",mp-5558,"(1, 0, 0)",2,NaReO4_mp-5558_JGbLir4bRC_nvDPDaJ8Ks,Na4Re4O16,29247,OH,-678.08053415,94,2,-0.4080912149999847
74759,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,353,HO81Ru24Sr32,[0.969872175793146],mp-680680,"(1, 3, 0)",1,Sr4Ru3O10_mp-680680_prIeCSpIu8_ZsSTLVR6u2,Sr16Ru12O40,74273,OH,-919.02313629,138,1,-0.923030950000026
40959,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,374,HAg20Cd20O41,[0.9772083094554708],mp-996964,"(1, 0, 2)",1,414325470_CdAgO2_mp-996964_mK9lntdVA6_8s6IwAd1Zd,Cd2Ag2O4,44620,OH,-315.15980535,82,1,1.3698844800000245
12912,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,385,H5K16O69Ru24,"[1.0529837679678613, 1.0425788291091442, 0.9902057632864566, 10.48713229018031, 0.9780505510522626]",mp-973958,"(1, 0, 0)",5,KRuO3_mp-973958_XHn2JhGH3Z_kNEAnzwWRE,K1Ru1O3,80000,OH,-703.36509661,114,5,1.1973313180000047
28350,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,396,H2Ag15Hg15O34,"[0.983481685139974, 0.9781779453496875]",mp-997000,"(2, 1, 2)",2,AgHgO2_mp-997000_y9qNlZ9Gbx_hUikFFpspJ,Ag2Hg2O4,11328,OH,-222.47356249,66,2,1.648092835
14148,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,412,HBi8Ca8O23,[0.9719782105076942],mp-755893,"(1, 0, -1)",1,CaBiO3_mp-755893_SCXFBCCfZw_i2VW01RIb4,Ca4Bi4O12,4851,OH,-234.80453078,40,1,1.0025987200000088
37258,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,439,H2Co8O26Rb24,"[0.9712673585527787, 0.9730624208421483]",mp-772572,"(0, 1, 0)",2,Rb6Co2O7_mp-772572_Uajht0PPNk_NQ9UncK7cX,Rb12Co4O14,2373,OH,-268.58555804,60,2,-0.3083762800000187
40932,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,443,HAs16O51Pd14,[1.000761829815728],AsPdO4-rutile,"(1, 0, 2)",1,2411243514_AsPdO4_AsPdO4-rutile_7WlNUXM46Z_13e360klSh,As1Pd1O4,41107,OH,-456.44842752,82,1,0.9280383100000053
16376,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,456,H2Bi12O44Sn12,"[0.9986268056137764, 0.9821604028891376]",SnBiO4-rutile,"(2, 1, 3)",2,SnBiO4_SnBiO4-rutile_9d1DWgzi8R_OZOGr7GgIk,Sn1Bi1O4,36424,OH,-401.25312833,70,2,1.7386604149999982
33202,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,459,HBa20Cr12O51,[0.9975154342420403],mp-1200170,"(1, 0, 0)",1,Ba5Cr3O13_mp-1200170_u2PK4Q4GpB_gmgQ1jWPxf,Ba10Cr6O26,2185,OH,-555.7717981,84,1,0.671852580000035
38444,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,469,HHg10O37Y18,[0.9837488924875748],mp-756103,"(1, 1, -1)",1,Y2HgO4_mp-756103_xPFEBCZFyT_A8qVNVpDNZ,Y8Hg4O16,31420,OH,-464.3690317,66,1,-0.7894592400000136
39012,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,536,H3Ga8O29Sb8,"[0.9785552067113058, 1.0622361337226522, 0.9817752526814651]",mp-1224786,"(1, 1, 1)",3,GaSbO4_mp-1224786_vUSBWe1zex_g4cnRKI3SU,Ga2Sb2O8,4719,OH,-273.88439418,48,3,0.7888374633333228
14519,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,572,HLi21O34Si10,[1.0027353349061459],mp-5012,"(1, 0, 1)",1,Li2SiO3_mp-5012_aU8MnVv8o6_zU6HOy9Dne,Li8Si4O12,79901,OH,-411.94774574,66,1,2.2257279999999757
29463,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,600,HBi8O47Si18,[0.9737071401314585],mp-558672,"(1, 0, 0)",1,Si3Bi2O9_mp-558672_x8XEsyGNTK_6ADhcjvIFS,Si6Bi4O18,3166,OH,-517.22520729,74,1,-2.2097269399999675
74855,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,609,H2Cs32O66Ru16,"[0.9761339446250414, 0.9749496073909744]",mp-17546,"(1, 1, 0)",2,Cs2RuO4_mp-17546_OgYxGvANWK_wFg1BDiyN2,Cs8Ru4O16,75957,OH,-655.30485656,116,2,1.0853549200000143
78054,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,670,HMn18O45V12,[0.9733789677539724],mp-17899,"(1, 1, 0)",1,Mn3V2O8_mp-17899_o7Nh4myxpL_hfphtw0Eig,Mn12V8O32,76205,OH,-576.13715194,76,1,-1.3679645100000073
7723,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,688,HO37Rb12Rh12,[0.9815451757414773],mp-1186897,"(1, 1, 1)",1,RbRhO3_mp-1186897_fr5pP3Nyv4_OdcvtCd0wq,Rb1Rh1O3,33735,OH,-329.67072644,62,1,1.2711295999999663
44073,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,693,HK24O21Tl20,[0.9718133595500442],mp-27716,"(0, 2, 1)",1,123212059559_KTlO_mp-27716_Hwr6EXHXBi_cziX1B2mV1,K4Tl4O4,41382,OH,-234.23949696,66,1,-1.177833749999991
17529,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,710,HLi48O43Ta6,[3.19619034835491],mp-28891,"(1, 1, 0)",1,Li7TaO6_mp-28891_elZThBRmYM_EzkD3agdvl,Li21Ta3O18,30091,OH,-578.07027094,98,1,-0.3757667400000457
74476,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,724,HGe24K25O61,[0.9738277899743022],mp-771185,"(1, 0, -1)",1,K2Ge2O5_mp-771185_SgoLAnLemV_bqMnDF66zp,K24Ge24O60,71931,OH,-621.39823558,111,1,-0.1813945399999568
41620,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,727,H3Cd30Hg36O65,"[0.9752252755389116, 0.9823456579024313, 0.979743174971598]",mp-9146,"(3, 1, -2)",3,904239835_CdHgO2_mp-9146_avvU5IWWMh_HQpTC0z9pz,Cd2Hg2O4,79088,OH,-427.52811924,134,3,0.2000963633333204
26774,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,731,HCo8O15Rb24,[0.9752276265344528],mp-30194,"(1, 0, 0)",1,Rb3CoO2_mp-30194_vg9RsJo4XX_jI4nf8nNfV,Rb12Co4O8,2621,OH,-182.95144773,48,1,-2.169994580000008
10526,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,754,HHg20O69Se24,[8.44552094204655],mp-557224,"(1, 0, -2)",1,HgSeO3_mp-557224_wPlUvVP4Th_I9K8l285rg,Hg4Se4O12,24744,OH,-491.78479194,114,1,10.445571390000026
25887,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,765,H2Al16Cr16O58,"[0.9772795417683938, 0.9824532464468695]",mp-753658,"(1, 2, 2)",2,AlCrO4_mp-753658_n0KFIh3XzG_hEJAgARuWk,Al2Cr2O8,36201,OH,-643.72525015,92,2,3.133634730000012
26362,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,774,HHf20K16O49,[0.9688649109753915],mp-998227,"(1, 1, 1)",1,KHfO3_mp-998227_rJpTTH9Ic6_G4cMrLTs7F,K1Hf1O3,35419,OH,-689.50890584,86,1,-1.4533738400000686
76135,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,816,HCe20O65Zr12,[0.9759200058709937],mp-1019595,"(0, 0, 1)",1,Ce5Zr3O16_mp-1019595_ZclPuniTNW_jKo3Gmqc9T,Ce10Zr6O32,77159,OH,-859.33376686,98,1,1.33611257000004
69363,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,817,HAl31Ni15O61,[0.9778498831246122],mp-37614,"(1, 1, 2)",1,Al2NiO4_mp-37614_XgUw492ZqK_DAgvXLw1My,Al8Ni4O16,78497,OH,-712.824282,108,1,-1.4068925800000045
16204,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,821,HMn10Nb36O65,[0.9754782297108969],mp-29876,"(1, 0, 0)",1,MnNb3O6_mp-29876_nWde3kQzTC_rbcrLH4tV9,Mn4Nb12O24,20221,OH,-985.87000542,112,1,-1.782358989999949
71127,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,846,H2Li16O66Ti32,"[0.9659013428761345, 0.9851275838052708]",mp-5670,"(1, 0, 0)",2,LiTi2O4_mp-5670_R3bggbWjsQ_VJAUcFiIPH,Li8Ti16O32,79673,OH,-928.06645452,116,2,-2.6023073149999902
82739,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,853,H4O36Sn2Ta10,"[1.041208154544282, 1.72991797074446, 0.985904167549587, 7.317986520470432]",mp-1173146,"(0, 1, 0)",4,1028014_Ta4SnO12_mp-1173146_g5eyPihZIY_6K3JZ5cdF9,Ta4Sn1O12,81439,OH,-421.49050763,52,4,1.6311190349999976
5093,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,862,HAu16Bi16O29,[0.97740140651502],mp-997082,"(2, 2, -1)",1,BiAuO2_mp-997082_Cs4d6mEAY9_AejJQCJvWl,Bi2Au2O4,81237,OH,-301.73261989,62,1,0.6434124099999678
16373,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,877,HO63Pt16Ru16,[9.48317855720496],RuPtO4-rutile,"(2, 1, 1)",1,RuPtO4_RuPtO4-rutile_i7rOCCGHp7_rWbgZQRPO8,Ru1Pt1O4,26065,OH,-619.70222689,96,1,0.478384879999993
23618,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,890,HBa72O25Si24,[0.9708844912147679],mp-755363,"(0, 1, 2)",1,Ba3SiO_mp-755363_dgLu2c5zc6_kjlQVnuyiZ,Ba12Si4O4,22133,OH,-524.16114946,122,1,-1.51689415000007
45668,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,899,HCd10K8O11,[0.9731227406821267],mp-7534,"(0, 1, 1)",1,90423983501299385769012_K2Cd2O3_mp-7534_5r2hWj4J1z_j9d3ZbR4l9,K4Cd4O6,42710,OH,-99.26201788,30,1,-0.5146479600000049
72302,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,932,HLi16O61Ti30,[0.9719711199723644],mp-5670,"(1, 1, 0)",1,LiTi2O4_mp-5670_MH9jo7Q3KA_Az89HvhmDp,Li8Ti16O32,80880,OH,-868.1844955,108,1,-2.3606204400000763
21060,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,934,H3Cu16O53Sb16,"[0.9778608076792928, 0.9787924323568382, 0.9794552277969751]",CuSbO4-rutile,"(1, 0, 1)",3,CuSbO4_CuSbO4-rutile_9YWq3vDfVT_NOdJu30I3i,Cu1Sb1O4,80950,OH,-472.48302127,88,3,1.6349407599999968
35185,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,948,HCu36Li12O45,[0.9761443424831913],mp-756188,"(0, 0, 1)",1,LiCu3O4_mp-756188_C4TyfAEqtl_BPE26S6Pwc,Li4Cu12O16,27267,OH,-454.81678188,94,1,0.0139286899999717
27440,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,952,HAl16Nb16O59,[0.9666897268734486],mp-753472,"(1, -1, -1)",1,NbAlO4_mp-753472_aM6ekXPOzm_RvybUbDPyC,Nb4Al4O16,9827,OH,-741.34412815,92,1,-1.6625711999999169
28481,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,967,HCo8O35Se6,[8.308555347553003],mp-1213781,"(1, 0, -1)",1,CoSeO5_mp-1213781_iWtYMbEDf6_zENrjnTHHd,Co4Se4O20,11525,OH,-260.03667484,50,1,1.592426009999997
38632,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,999,HCd22O39Si8,[0.9880042417371262],mp-13820,"(2, 1, 2)",1,Cd3SiO5_mp-13820_Bn4TgwtV9S_gxWjFhb0dZ,Cd6Si2O10,14953,OH,-358.39865031,70,1,0.6472532699999931
10624,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,1003,HCe8O19Sc8,[0.9746283503639209],mp-777413,"(1, 0, 0)",1,CeScO3_mp-777413_NM4Z5ny0lf_7Xl5le0nja,Ce4Sc4O12,37029,OH,-294.48962121,36,1,-2.872336699999977
