,system_id,bulk_id,miller_index,nads,bulk_symbols,slab_sid,ads_symbols,adsorption_energy
6371,22310,mp-9178,"(0, 0, 1)",3,Cd4Se8O20,25864,O,1.6960868966666638
6372,35841,mp-9178,"(1, 0, -1)",4,Cd4Se8O20,6062,O,1.4249447724999957
6373,1858,mp-9178,"(0, 0, 1)",1,Cd4Se8O20,25864,HO2,4.147074050000012
6374,40724,mp-9178,"(1, 1, 1)",2,Cd4Se8O20,21516,O,2.199827744999991
6375,18948,mp-9178,"(0, 0, 1)",1,Cd4Se8O20,25864,OH,0.5771667399999763
6376,13114,mp-9178,"(1, 1, 1)",1,Cd4Se8O20,21516,O2,5.455734339999985
6378,29454,mp-9178,"(1, 0, -1)",1,Cd4Se8O20,6062,H2O,-0.3186585500000038
6380,15702,mp-5966,"(1, 2, 0)",2,Cd4Sn2O8,26129,O,1.7915543349999983
6383,958,mp-5966,"(1, 1, 0)",2,Cd4Sn2O8,79281,O,2.093313910000004
6384,30997,mp-5966,"(1, 2, 2)",1,Cd4Sn2O8,36861,OH,-0.5663867999999945
6385,45915,mp-5966,"(1, 1, 0)",1,Cd4Sn2O8,42075,H2O,-0.0753760000000003
6387,36512,mp-5966,"(1, 1, 0)",1,Cd4Sn2O8,33044,OH,-0.29535546999996654
6389,25357,mp-5966,"(1, 0, 1)",1,Cd4Sn2O8,16553,HO2,3.5035821400000464
6390,39124,mp-5966,"(1, 1, 0)",1,Cd4Sn2O8,33044,O,3.087799439999996
6392,41362,mp-5966,"(1, 1, 0)",2,Cd4Sn2O8,42075,HO2,3.348788964999995
6395,3368,mp-5966,"(1, 2, 2)",1,Cd4Sn2O8,36861,HO2,3.0604738599999997
6397,16542,mp-849371,"(1, 0, 0)",1,Cd4Sn4O12,13392,HO2,0.7805817100000045
6398,12428,mp-849371,"(1, 0, 0)",1,Cd4Sn4O12,13392,O,0.39020676000000987
6399,13060,mp-849371,"(0, 1, 0)",1,Cd4Sn4O12,35701,HO2,3.649502879999998
6400,22341,mp-849371,"(0, 1, 0)",1,Cd4Sn4O12,35701,H2O,-0.7083084200000034
6401,24025,mp-849371,"(1, 0, 0)",1,Cd4Sn4O12,13392,O,3.200610879999997
6403,11705,mp-849371,"(0, 1, 0)",2,Cd4Sn4O12,35701,O,2.095593514999988
6407,25105,mp-675991,"(1, 0, 0)",6,Cd6Bi20O40,20583,OH,1.423579543333337
6408,35027,mp-675991,"(1, 0, 0)",1,Cd6Bi20O40,20583,O2,4.402821520000025
6409,20264,mp-675991,"(1, 0, 0)",1,Cd6Bi20O40,20583,H2O,-0.6513408499999915
6410,34748,mp-675991,"(1, 0, 0)",1,Cd6Bi20O40,17746,O2,4.1355784199999945
6414,34862,mp-770662,"(1, 0, 1)",2,Cd6Co6O18,9887,O,1.989793289999992
6415,9515,mp-770662,"(2, 0, -1)",1,Cd6Co6O18,22105,HO2,3.0243093400000567
6416,14852,mp-770662,"(2, 0, -1)",2,Cd6Co6O18,22105,O,2.571297369999994
6417,21425,mp-770662,"(1, 1, 1)",2,Cd6Co6O18,26137,O,2.095228284999988
6419,11873,mp-1189546,"(1, 0, 0)",2,Cd6Ge2O12,80253,O,3.6985583499999968
6421,38933,mp-1189546,"(1, 0, 0)",1,Cd6Ge2O12,80253,OH,4.299470980000004
6423,19080,mp-1189546,"(1, 0, 0)",1,Cd6Ge2O12,80253,HO2,3.750578570000014
6424,37932,mp-8275,"(0, 0, 1)",2,Cd6Ge6O18,30405,O,2.48838673
6425,38222,mp-8275,"(1, 0, 1)",1,Cd6Ge6O18,29781,O,2.520073929999993
6426,1399,mp-8275,"(0, 0, 1)",1,Cd6Ge6O18,30405,HO2,3.5952572400000213
6434,26346,mp-8275,"(2, 0, -1)",2,Cd6Ge6O18,79141,OH,-0.4556185750000361
6435,30862,mp-8275,"(2, 0, -1)",6,Cd6Ge6O18,79141,O,0.4131818900000017
6437,7466,mp-8275,"(1, 0, 1)",1,Cd6Ge6O18,29781,HO2,2.252375449999986
6439,8103,mp-8275,"(1, 0, 1)",1,Cd6Ge6O18,18982,OH,-1.315472399999995
6441,39962,mp-542117,"(1, 0, -1)",1,Cd6Se6O20,19100,OH,1.2569348199999502
6442,22369,mp-542117,"(1, 0, -1)",1,Cd6Se6O20,246,O,0.042804200000003706
6443,37872,mp-542117,"(1, 0, -2)",1,Cd6Se6O20,33397,OH,-1.134987309999948
6444,34727,mp-542117,"(1, 0, -1)",1,Cd6Se6O20,246,H2O,-0.4777921099999904
6445,31751,mp-542117,"(1, 0, -2)",2,Cd6Se6O20,33397,O,0.885828400000006
6446,32980,mp-542117,"(1, 0, -2)",1,Cd6Se6O20,33397,H2O,-5.049992569999967
6447,7707,mp-13820,"(2, 1, 2)",3,Cd6Si2O10,14953,O,3.2422602599999926
6449,38632,mp-13820,"(2, 1, 2)",1,Cd6Si2O10,14953,OH,0.9072532699999931
6450,27720,mp-13820,"(2, 1, 2)",2,Cd6Si2O10,14953,O,2.257443634999985
6451,27369,mp-13820,"(2, 1, 2)",1,Cd6Si2O10,14953,HO2,2.981531859999959
6453,10479,mp-754329,"(1, 0, -2)",1,Cd6Sn6O18,81230,HO2,3.4225499299999433
6454,22878,mp-754329,"(1, 1, 0)",1,Cd6Sn6O18,20809,HO2,3.379488760000013
6455,3136,mp-754329,"(1, 1, 0)",1,Cd6Sn6O18,20809,H2O,-0.9569295299999628
6456,20194,mp-754329,"(0, 0, 1)",1,Cd6Sn6O18,30852,H2O,-0.8018332899999852
6458,29291,mp-754329,"(1, 0, -2)",1,Cd6Sn6O18,81230,OH,1.5681130899999778
6460,7842,mp-754329,"(1, 1, 0)",1,Cd6Sn6O18,20809,OH,-0.1984626599999808
6461,6798,mp-754329,"(1, 0, -2)",1,Cd6Sn6O18,81230,H2O,-1.008924770000016
6462,27278,mp-754329,"(1, 0, 1)",1,Cd6Sn6O18,23330,H2O,-0.83894069000001
6465,12982,mp-755449,"(1, 0, 0)",2,Cd8Ag16O32,2677,O,2.6596128750000196
6467,284,mp-756301,"(1, 1, 0)",1,Cd8Co16O32,30298,H2O,0.7728732100000055
6470,23220,mp-756301,"(1, 1, 0)",2,Cd8Co16O32,30298,O,2.2683904200000007
6471,3343,mp-756301,"(1, 1, 0)",1,Cd8Co16O32,30298,OH,1.3476838399999826
6472,32879,mp-756301,"(1, 1, 0)",2,Cd8Co16O32,3831,O,3.9136130749999984
6474,13635,mp-768578,"(1, 0, -1)",1,Cd8Co8O24,49,HO2,4.732618709999994
6475,382,mp-768578,"(1, 0, -1)",1,Cd8Co8O24,49,O,5.1441442800000035
6476,32969,mp-3443,"(1, 1, 0)",1,Cd8Ga16O32,37467,HO2,12.843930030000022
6477,28844,mp-3443,"(1, 1, 0)",1,Cd8Ga16O32,79569,H2O,-0.7902246400000141
6480,82714,mp-3443,"(1, 1, 0)",1,Cd8Ga16O32,82297,O,0.9273046199999986
6481,12007,mp-3443,"(1, 1, 0)",2,Cd8Ga16O32,79569,OH,0.3461408949999997
6483,1395,mp-3443,"(1, 1, 0)",2,Cd8Ga16O32,79934,OH,0.8059118650000221
6486,82778,mp-3443,"(1, 1, 0)",1,Cd8Ga16O32,82597,HO2,4.759682220000056
6487,6899,mp-3443,"(1, 1, 0)",2,Cd8Ga16O32,79569,O,1.8808660749999975
6490,33276,mp-3917,"(1, 0, 0)",1,Cd8Ge4O16,18202,O,1.7570181200000239
6491,26613,mp-3917,"(1, 0, 0)",2,Cd8Ge4O16,23984,O,1.7108850499999992
6492,16049,mp-3917,"(0, 1, 1)",2,Cd8Ge4O16,80692,O,-0.21421867999999009
6493,2712,mp-3917,"(1, 0, 0)",2,Cd8Ge4O16,3741,O,2.1888241149999863
6494,37354,mp-3917,"(1, 0, 0)",1,Cd8Ge4O16,40452,H2O,-0.7126418700000219
6495,30282,mp-3917,"(0, 0, 1)",2,Cd8Ge4O16,17064,O,2.6478434149999805
6496,16771,mp-3917,"(0, 1, 1)",3,Cd8Ge4O16,80692,O,-0.1395732933333349
6499,15316,mp-3917,"(0, 0, 1)",1,Cd8Ge4O16,17064,H2O,0.5957325199999612
6500,8301,mp-3917,"(0, 0, 1)",1,Cd8Ge4O16,17064,OH,0.0432665499999792
6502,22830,mp-3917,"(1, 0, 0)",1,Cd8Ge4O16,23984,HO2,2.3839090399999896
6503,39128,mp-3917,"(1, 0, 0)",1,Cd8Ge4O16,3741,H2O,-1.6397073300000162
6505,11815,mp-3917,"(1, 0, 0)",1,Cd8Ge4O16,18202,OH,-0.9981989000000533
6509,18592,mp-3917,"(1, 0, 0)",1,Cd8Ge4O16,40452,HO2,2.5855411899999563
6513,23410,mp-3917,"(0, 0, 1)",1,Cd8Ge4O16,17064,O,1.395245350000008
6515,37613,mp-2951,"(0, 1, 1)",2,Cd8Ge8O24,14286,O,1.6231549299999959
6516,29165,mp-2951,"(0, 1, 1)",1,Cd8Ge8O24,14286,H2O,-2.277730950000029
6517,82831,mp-14100,"(1, 1, 0)",1,Cd8Rh16O32,81926,H2O,-0.936664729999956
6521,23193,mp-16281,"(0, 1, 0)",1,Cd8Sb8O28,646,OH,-3.8284008999999823
6522,4159,mp-16281,"(0, 1, 0)",1,Cd8Sb8O28,4176,HO2,2.7986845300000573
6523,25765,mp-16281,"(0, 1, 0)",1,Cd8Sb8O28,646,H2O,-3.735221739999981
6524,21063,mp-16281,"(0, 1, 0)",2,Cd8Sb8O28,646,O,0.8380752749999918
6527,14541,mp-16281,"(0, 1, 0)",1,Cd8Sb8O28,4176,H2O,-0.2666983499999507
6528,25859,mp-16281,"(0, 1, 0)",2,Cd8Sb8O28,4176,O,1.0559165250000124
6529,77892,mp-559203,"(1, 0, 1)",1,Cd8Se8O24,76564,HO2,3.338998059999992
6531,75410,mp-559203,"(0, 0, 1)",2,Cd8Se8O24,76713,O,2.055285225000004
6532,28228,mp-776023,"(1, 0, 0)",1,Cd8Si8O24,10371,H2O,-0.9929765999999578
6533,36876,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,28519,O,3.070913430000045
6534,38453,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,30107,HO2,3.307969380000029
6535,36561,mp-675857,"(1, 1, 1)",3,Cd8Sn4O16,16063,O,2.5640697533333308
6536,23553,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,16063,H2O,-0.9514529799999938
6537,23579,mp-675857,"(1, 0, 0)",1,Cd8Sn4O16,37413,HO2,3.2629825600000095
6539,36773,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,14672,O2,4.906006799999993
6541,14146,mp-675857,"(1, 1, 1)",2,Cd8Sn4O16,27458,O,2.6506287349999957
6543,10449,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,27458,HO2,3.7727515500000073
6544,24303,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,27458,H2O,-0.6403458099999799
6546,26240,mp-675857,"(1, 1, 1)",2,Cd8Sn4O16,30107,O,2.4637242450000065
6547,16935,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,80185,HO2,3.2944269999999825
6548,37854,mp-675857,"(1, 1, 1)",1,Cd8Sn4O16,80185,H2O,-0.948492879999998
6551,4226,mp-675857,"(1, 0, 0)",3,Cd8Sn4O16,37413,O,2.116549789999991
6552,38982,mp-675857,"(1, 0, 0)",1,Cd8Sn4O16,37413,OH,0.004689910000005293
6553,74148,mp-1019595,"(0, 0, 1)",1,Ce10Zr6O32,77159,HO2,4.811175290000048
6554,76135,mp-1019595,"(0, 0, 1)",1,Ce10Zr6O32,77159,OH,1.59611257000004
6555,71213,mp-1019595,"(0, 0, 1)",1,Ce10Zr6O32,69199,HO2,4.3687149199999995
6556,77633,mp-1019595,"(0, 0, 1)",7,Ce10Zr6O32,77720,O,2.6480669600000124
6557,70102,mp-1019595,"(0, 0, 1)",1,Ce10Zr6O32,73329,HO2,4.384612119999926
6558,76029,mp-1019595,"(0, 0, 1)",1,Ce10Zr6O32,74156,OH,2.223936859999961
6559,72517,mp-1019595,"(0, 0, 1)",1,Ce10Zr6O32,74156,H2O,-1.889873139999958
6561,42165,mp-5323,"(2, 1, 0)",1,Ce1Al1O3,43651,H2O,-0.8897106500000067
6563,28181,mp-977389,"(2, 1, 0)",1,Ce1Cu1O3,29076,O,2.6376739000000082
6564,23513,mp-977389,"(2, 1, 0)",1,Ce1Cu1O3,29076,H2O,-0.4916596099999939
6567,6039,mp-1183706,"(1, 1, 1)",6,Ce1Mn1O3,79234,O,1.7815674933333288
6568,32299,mp-1183706,"(1, 1, 1)",2,Ce1Mn1O3,79234,OH,-0.87166271999998
6569,45755,mp-1183706,"(2, 1, 0)",1,Ce1Mn1O3,81352,H2O,-0.9013043400000188
6571,43517,mp-1183706,"(2, 1, 0)",4,Ce1Mn1O3,80039,OH,-0.7742077325000003
6572,41776,mp-1183706,"(2, 1, 0)",1,Ce1Mn1O3,80039,H2O,-0.1994787499999919
6574,15202,mp-1183706,"(2, 1, 0)",1,Ce1Mn1O3,28211,OH,0.6437424000000169
6576,36035,mp-1183706,"(2, 1, 0)",2,Ce1Mn1O3,28211,O,-0.31485541499999914
6577,45133,mp-1183706,"(2, 1, 0)",2,Ce1Mn1O3,81352,O,0.7742305999999932
6578,42035,mp-1183706,"(2, 1, 0)",1,Ce1Mn1O3,80039,HO2,-2.1867150999999887
6581,41325,mp-754524,"(2, 1, 0)",1,Ce1Ti1O3,42519,OH,-1.716465370000028
6582,4140,mp-754524,"(1, 1, 1)",1,Ce1Ti1O3,33859,H2O,-5.4903017000000265
6584,1839,mp-754524,"(1, 1, 1)",2,Ce1Ti1O3,33859,O,-4.525849520000011
6585,5514,mp-754524,"(1, 1, 1)",1,Ce1Ti1O3,33859,HO2,-8.072314570000005
6589,13383,mp-752706,"(1, 0, -1)",1,Ce1Zr11O24,10004,H2O,-1.3569954199999703
6590,175,mp-752706,"(1, 0, -1)",2,Ce1Zr11O24,10004,OH,0.8050315949999833
6591,4907,mp-752706,"(1, 0, -1)",1,Ce1Zr11O24,10004,HO2,4.081223320000047
6592,15222,mp-752706,"(1, -2, 2)",2,Ce1Zr11O24,81217,O,2.508835994999996
6593,10356,mp-752706,"(1, 0, -1)",2,Ce1Zr11O24,10004,O,2.329000835000014
6595,20507,mp-752503,"(0, 1, 1)",1,Ce1Zr7O16,33031,H2O,-1.4779351199999784
6596,9799,mp-752503,"(0, 1, 1)",8,Ce1Zr7O16,29128,OH,1.120323931250008
6597,12618,mp-752503,"(0, 1, 1)",3,Ce1Zr7O16,29128,O,2.492327883333348
6599,30682,mp-752503,"(1, 1, -2)",2,Ce1Zr7O16,33532,O,0.0720110150000128
6601,36628,mp-752503,"(0, 1, 1)",1,Ce1Zr7O16,7028,HO2,2.6007124099999124
6603,30483,mp-752503,"(0, 1, 1)",2,Ce1Zr7O16,33031,O,1.3411060999999596
6605,37312,mp-1079004,"(1, 0, -1)",2,Ce2Ti4O12,7825,O,-2.7122879450000164
6608,5231,mp-1079004,"(1, 0, -1)",1,Ce2Ti4O12,33509,HO2,17.583906909999993
6609,40645,mp-1079004,"(1, 0, -1)",1,Ce2Ti4O12,33509,H2O,-0.3800366500000169
6610,5544,mp-1079004,"(1, 0, -1)",2,Ce2Ti4O12,33509,O,2.491976739999982
6612,516,mp-1213812,"(1, 1, 1)",1,Ce4Cd4O12,22832,H2O,-1.5826030899999584
6613,71003,mp-756276,"(3, 1, 0)",1,Ce4Hf4O16,77706,O2,2.983510730000141
6614,24591,mp-770372,"(1, 1, -1)",5,Ce4Hf4O16,79392,O,2.193812632000008
6616,75393,mp-756276,"(1, 0, 1)",2,Ce4Hf4O16,78099,O,2.4328819899999683
6617,9389,mp-770372,"(1, 0, 1)",1,Ce4Hf4O16,38429,O,0.8300763200000152
6618,22071,mp-770372,"(1, 1, -1)",1,Ce4Hf4O16,79392,HO2,1.7680764100000463
6619,24069,mp-1213810,"(0, 1, 0)",1,Ce4Lu4O12,35680,OH,-2.707029610000026
6620,29300,mp-769239,"(0, 1, 1)",1,Ce4Re4O16,6964,HO2,-2.5475669499999207
6621,31776,mp-769239,"(0, 1, 1)",2,Ce4Re4O16,6964,O,0.626412270000029
6624,77208,mp-1200659,"(1, 0, 0)",1,Ce4Rh8O20,69172,OH,2.305669349999997
6626,74338,mp-1200659,"(1, 0, 0)",1,Ce4Rh8O20,69172,HO2,3.4788616800000205
6627,74734,mp-1200659,"(1, 0, 0)",1,Ce4Rh8O20,76899,H2O,-0.679931079999955
6629,43644,mp-685137,"(1, 1, 2)",1,Ce4Sb2O4,44510,OH,-1.2100937899999928
6631,10624,mp-777413,"(1, 0, 0)",1,Ce4Sc4O12,37029,OH,-2.612336699999977
6633,21327,mp-1105722,"(1, 1, -1)",1,Ce4Ti8O24,30408,OH,1.6905242799999576
6634,3571,mp-1105722,"(1, 1, -1)",1,Ce4Ti8O24,30408,O2,5.014954999999979
6636,37288,mp-1105722,"(1, 0, 0)",3,Ce4Ti8O24,20897,OH,2.0965752933333297
6637,24508,mp-1105722,"(1, 1, -1)",1,Ce4Ti8O24,30408,H2O,-1.1014158100000433
6638,10465,mp-1105722,"(1, 0, 0)",8,Ce4Ti8O24,20897,O,2.865563395
6639,75560,mp-778675,"(0, 0, 1)",2,Ce4W8O32,71733,O,0.920857064999976
6640,14702,mp-530883,"(1, -1, 0)",1,Ce6Y26O51,24816,OH,1.825370349999938
6641,38962,mp-530883,"(1, -1, 0)",2,Ce6Y26O51,24816,O,2.405674104999972
6644,24774,mp-850866,"(1, 0, 0)",1,Ce8Hf8O32,17551,H2O,-0.8334909599999438
6645,11517,mp-850866,"(1, 0, 0)",1,Ce8Hf8O32,5586,H2O,-1.0858485300000158
6647,13354,mp-850866,"(1, 0, 0)",1,Ce8Hf8O32,5586,HO2,4.130729500000027
6649,29402,mp-1213786,"(0, 0, 1)",1,Ce8Nb8O16,79492,OH,-0.9026364300000489
6650,20927,mp-677131,"(1, 0, 0)",5,Ce9Y1O20,31347,O,2.3095350159999994
6651,4855,mp-677131,"(1, 0, 0)",1,Ce9Y1O20,31347,H2O,-10.059495790000025
6652,37886,mp-677131,"(1, 0, 0)",4,Ce9Y1O20,80072,O,2.4202864125000025
6653,11849,mp-677131,"(1, 0, 0)",4,Ce9Y1O20,31347,O,-0.0157120950000003
6655,29496,mp-755838,"(1, 0, 0)",2,Co10Bi2O24,40167,O,3.468816690000009
6656,32914,mp-755838,"(0, 1, 0)",1,Co10Bi2O24,11227,HO2,3.5317613500000085
6658,12557,mp-761404,"(1, 2, 0)",2,Co10Cu2O16,2019,O,2.473884774999957
6659,5589,mp-761404,"(1, 2, 0)",2,Co10Cu2O16,2019,O,-0.3228504600000146
6660,17892,mp-761404,"(1, 2, 0)",2,Co10Cu2O16,2019,O,1.0534070799999689
6662,76626,mp-773511,"(2, 2, 1)",2,Co10Ni2O24,69237,O,2.3380825499999935
6663,74795,mp-773511,"(0, 2, 1)",2,Co10Ni2O24,78835,O,2.43236934500001
6665,78818,mp-773511,"(0, 1, 0)",1,Co10Ni2O24,71389,H2O,-1.4125608000000458
6666,70322,mp-773511,"(2, 0, 1)",1,Co10Ni2O24,77858,HO2,-0.4314700900000641
6668,78636,mp-773511,"(0, 2, 1)",1,Co10Ni2O24,78835,H2O,-0.7866002499999869
6670,74087,mp-773511,"(2, 0, 1)",2,Co10Ni2O24,77858,O,-0.6440584899999944
6671,74051,mp-773511,"(2, 0, 1)",2,Co10Ni2O24,77858,O,1.7070871599999837
6672,2805,mp-850192,"(1, 0, 0)",1,Co10Sn2O24,6188,HO2,3.6194966599999794
6673,1098,mp-850192,"(1, 0, 0)",1,Co10Sn2O24,6188,OH,2.734924099999981
6675,5908,mp-757448,"(0, 0, 1)",2,Co11Cu1O16,2630,O,0.951081650000018
6677,16547,mp-757448,"(1, 1, 0)",1,Co11Cu1O16,29456,OH,1.704367610000057
6678,10519,mp-39091,"(2, 0, -1)",2,Co12Cu6O24,79154,OH,-0.48475263499999754
6679,72648,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,68949,HO2,4.522893380000025
6680,77952,mp-35690,"(1, 1, 0)",8,Co15Ru3O24,69280,O,2.2508077975000003
6682,72935,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,75958,H2O,0.4474928299999927
6683,68749,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,69280,HO2,3.5976080299999444
6685,73502,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,77226,O,2.894542330000062
6688,72406,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,68949,HO2,3.881865110000033
6690,72138,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,77226,H2O,2.0697148799999976
6691,74174,mp-35690,"(1, 1, 0)",1,Co15Ru3O24,68949,H2O,-1.2580484000000016
6692,76886,mp-699575,"(0, 0, 1)",2,Co16Si16O48,75619,O,-1.6976244600000168
6693,36064,mp-18941,"(1, 0, 0)",1,Co16Si8O32,26732,H2O,-3.514986099999982
6694,5382,mp-18941,"(1, 0, 0)",1,Co16Si8O32,26732,HO2,1.0349772100000767
6696,26879,mp-19071,"(1, 0, 0)",1,Co16Si8O32,24426,H2O,-3.246063250000015
6698,22236,mp-19071,"(1, 1, 0)",2,Co16Si8O32,24919,O,1.74855264000004
6700,14036,mp-19071,"(1, 0, 0)",1,Co16Si8O32,20655,OH,-2.808714140000026
6702,16768,mp-19071,"(1, 1, 0)",2,Co16Si8O32,20437,O,0.3348606849999929
6703,29031,mp-19071,"(1, 0, 0)",2,Co16Si8O32,21827,O,1.0828445450000264
6704,8522,mp-19071,"(1, 1, 0)",2,Co16Si8O32,23125,O,0.8604157950000204
6705,26606,mp-19071,"(1, 1, 0)",1,Co16Si8O32,23125,OH,-3.015524250000018
6707,6361,mp-19071,"(1, 0, 0)",1,Co16Si8O32,21827,OH,3.1894220100000252
6708,21086,mp-19071,"(1, 1, 0)",1,Co16Si8O32,23125,HO2,1.332549480000009
6709,18226,mp-18941,"(1, 0, 0)",1,Co16Si8O32,26732,OH,-2.6238450300000036
6713,69153,mp-767737,"(1, 1, 0)",1,Co18Cu6O32,75527,H2O,0.2862048099999636
6714,71760,mp-767737,"(0, 1, 0)",2,Co18Cu6O32,70222,O,3.3279221600000404
6715,71002,mp-767737,"(1, 1, 0)",1,Co18Cu6O32,75527,OH,0.6926237100000014
6716,78696,mp-767737,"(1, 0, 0)",3,Co18Cu6O32,75450,OH,1.71811905333332
6717,74718,mp-767737,"(1, 0, 0)",2,Co18Cu6O32,75450,O,2.596402919999972
6718,73489,mp-767737,"(1, 0, 0)",1,Co18Cu6O32,73952,HO2,4.4054705500000155
6719,68670,mp-767737,"(1, 1, 0)",1,Co18Cu6O32,74518,H2O,-1.6878914600000543
6720,71642,mp-767737,"(1, 1, 0)",1,Co18Cu6O32,76880,HO2,4.911525030000004
6721,69786,mp-767737,"(1, 1, 0)",2,Co18Cu6O32,75527,O,6.943277219999996
6722,76960,mp-767737,"(1, 0, 0)",1,Co18Cu6O32,73952,H2O,-0.4737888600000079
6723,69525,mp-767737,"(1, 0, 0)",2,Co18Cu6O32,73952,O,4.21923914999999
6724,75274,mp-767737,"(1, 1, 0)",1,Co18Cu6O32,75838,O2,3.202364080000045
6726,70746,mp-767737,"(0, 1, 0)",1,Co18Cu6O32,70222,HO2,5.016266040000002
6727,69096,mp-767737,"(0, 1, 0)",1,Co18Cu6O32,68956,H2O,-1.2001371399999758
6728,75404,mp-767737,"(0, 1, 0)",5,Co18Cu6O32,70222,O,3.168963744000011
6729,76272,mp-767737,"(0, 1, 0)",2,Co18Cu6O32,68956,O,2.1822086250000132
6730,32483,CoAsO4-rutile,"(3, 0, 1)",1,Co1As1O4,12213,H2O,-0.1863150600000214
6731,43341,CoAsO4-rutile,"(2, 1, 2)",1,Co1As1O4,45407,O,2.244748120000023
6733,43173,CoAsO4-rutile,"(1, 1, 1)",2,Co1As1O4,43864,O,2.159865589999979
6738,21715,CoAsO4-rutile,"(3, 0, 1)",2,Co1As1O4,12213,O,2.73823168999999
6739,44198,CoAsO4-rutile,"(1, -1, 0)",1,Co1As1O4,41710,OH,1.3752178399999857
6740,42184,CoAsO4-rutile,"(1, 1, 1)",1,Co1As1O4,43864,H2O,-2.5722890500000464
6743,46040,CoAsO4-rutile,"(1, 0, 0)",2,Co1As1O4,45103,O,1.957181974999995
6744,41206,CoAsO4-rutile,"(1, 1, 1)",10,Co1As1O4,43864,OH,1.4212299639999946
6746,45459,CoAsO4-rutile,"(1, 0, 0)",1,Co1As1O4,45103,HO2,3.3091888600000043
6748,5814,CoAsO4-rutile,"(2, -1, 3)",1,Co1As1O4,34881,HO2,2.952638350000027
6749,24756,CoAsO4-rutile,"(2, -1, 3)",2,Co1As1O4,34881,O,2.1481206100000043
6751,45879,CoAsO4-rutile,"(3, 0, 1)",1,Co1As1O4,81167,O,1.1795803899999815
6752,45725,CoAsO4-rutile,"(2, 1, 2)",1,Co1As1O4,45407,OH,2.22475374000002
6753,41154,CoAsO4-rutile,"(3, 0, 1)",2,Co1As1O4,81167,O,2.1189435650000212
6755,43478,CoAsO4-rutile,"(2, -1, 2)",2,Co1As1O4,41832,O,2.50310590500001
6756,6287,CoAsO4-rutile,"(2, -1, 3)",1,Co1As1O4,21141,H2O,-1.2127498600000255
6758,23834,CoAsO4-rutile,"(2, -1, 1)",1,Co1As1O4,24487,HO2,6.146394009999992
6759,368,CoAuO4-rutile,"(3, 0, 1)",1,Co1Au1O4,23793,H2O,-2.200049250000001
6760,44437,CoAuO4-rutile,"(2, 0, 1)",1,Co1Au1O4,44204,O,3.831426429999991
6762,81434,CoAuO4-rutile,"(0, 0, 1)",1,Co1Au1O4,82852,H2O,-1.8389059500000204
6764,43621,CoAuO4-rutile,"(1, 1, 3)",2,Co1Au1O4,44636,OH,1.142343904999999
6765,45371,CoAuO4-rutile,"(2, 0, 1)",2,Co1Au1O4,44204,O,2.502560754999988
6766,44668,CoAuO4-rutile,"(2, 0, 1)",1,Co1Au1O4,44204,OH,0.2510034699999813
6767,22824,CoAuO4-rutile,"(2, 2, 1)",1,Co1Au1O4,4800,HO2,5.924851910000027
6768,25526,CoAuO4-rutile,"(2, 2, 1)",6,Co1Au1O4,4800,O,3.6046610366666676
6769,720,mp-545522,"(3, 2, 0)",2,Co1Bi1O3,2926,O,2.2435628399999508
6770,29147,mp-545522,"(1, 1, 0)",2,Co1Bi1O3,8022,O,1.440544775000004
6772,16660,mp-757873,"(1, 1, 0)",2,Co1Bi25O40,25976,O,2.521000729999995
6775,1924,mp-756934,"(1, 0, -1)",1,Co1Cu4O8,2274,HO2,4.716054189999963
6776,45444,mp-756934,"(1, 3, -2)",2,Co1Cu4O8,41063,H2O,-1.3362006650000016
6778,42883,CoGeO4-rutile,"(1, 0, 2)",2,Co1Ge1O4,42817,H2O,-1.1766436849999824
6779,20448,CoIrO4-rutile,"(2, 1, 3)",2,Co1Ir1O4,31014,O,1.5006133100000032
6780,15069,CoIrO4-rutile,"(2, 1, 3)",1,Co1Ir1O4,31014,H2O,-2.294646010000003
6781,45618,CoIrO4-rutile,"(2, 1, 2)",1,Co1Ir1O4,44717,H2O,-0.0058949400000134
6782,27262,CoIrO4-rutile,"(2, 1, 1)",4,Co1Ir1O4,31852,O,1.3990255925000075
6785,82354,CoIrO4-rutile,"(1, 1, 1)",1,Co1Ir1O4,81967,HO2,3.2978686899999707
6786,19973,CoIrO4-rutile,"(0, 0, 1)",1,Co1Ir1O4,28629,HO2,0.7415080199999668
6787,24265,CoIrO4-rutile,"(0, 0, 1)",6,Co1Ir1O4,28629,O,2.1754983599999944
6792,82260,CoIrO4-rutile,"(1, 1, 1)",5,Co1Ir1O4,81967,O,2.1335453879999973
