sid,OH length 1,OH length 2,OO length,OOH angle 1,OOH angle 2
33906,[3.479149875062846],[0.973596701448574],[2.520218264474496],[3.2578478963463486],[168.28284504881142]
40540,[2.8299722535467398],[0.9718554897773256],[2.8156750229513783],[19.82271394508489],[80.91898589948535]
72217,[1.892095857177348],[0.981575975484536],[1.4509995761150285],[30.687608513450225],[100.33703818296024]
10512,[2.507967656093771],[1.6572095134920082],[1.3235612408212278],[37.09578274107798],[114.10665400000607]
17397,[1.9134101134408787],[0.9796682098593834],[1.49375306390884],[30.354834447027265],[99.24275189118713]
13242,[2.5648393445290734],[1.853404626499421],[1.295907092615789],[43.49150857171779],[107.74306581887024]
5888,[1.9078254400915096],[0.9814478188056228],[1.4910280522112314],[30.545498206680023],[98.91184035853546]
16422,[1.9095995236209704],[0.9785572428307208],[1.4759144702075075],[30.28948317519124],[100.1830169645892]
7710,[1.900495805752989],[0.9806283608879484],[1.4535929223143385],[30.446790116913107],[100.86384998839848]
74377,[1.8662163488714747],[0.9803104779117828],[1.4179388531577877],[31.086780499960465],[100.59605830056093]
43126,[1.9427221244412325],[1.0490050824210495],[1.4774993130787497],[32.21898997917875],[99.10924062209878]
21680,[1.939848693336177],[1.0295775350849223],[1.416574112002215],[31.024734476672435],[103.81034955987909]
78284,[1.908803493123016],[0.9912726763157717],[1.3406586547998345],[29.41576208317847],[108.95920958883744]
36037,[3.687833530672437],[0.9702610068675314],[3.477088872589764],[15.198392684847375],[94.833724859094]
19035,[3.2566219266415537],[0.9756850099076964],[3.176698064600961],[17.38867992745395],[85.95023265031672]
37735,[1.9425089948315348],[0.9740779364440026],[1.504853157617376],[29.486764898750003],[101.01070751284234]
81641,[4.965222658411693],[0.9720733298220584],[4.463013437205846],[10.143386226939686],[115.89999608512964]
10858,[1.9063306501439836],[0.9828649122890148],[1.400747870729064],[29.89055703201876],[104.85619590010596]
16465,[1.9148191681418056],[0.9770430786626444],[1.48567563176341],[30.16448366509205],[100.01127346082636]
70595,[1.8718648414442636],[0.9825679143285018],[1.4423360254344657],[31.19903228019998],[99.30117633609645]
9065,[1.9272902369034333],[0.9812057206263112],[1.4966770042924458],[30.087860361718796],[100.03208263602924]
43116,"[3.366962267323068, 1.905821034367844]","[0.9734509101654344, 0.9782085486229598]","[3.0760367036828904, 1.518364893721428]","[16.596815975096824, 30.615929596286747]","[98.90296257366644, 97.15180064949732]"
73695,[1.940594159882681],[0.9753133909587376],[1.511620943695961],[29.630826500500422],[100.3484678019704]
83044,[1.921922009022141],[0.9764259142376824],[1.4983545652991228],[30.04730689372829],[99.74568220521576]
13365,[1.891382795852972],[0.9790246162821248],[1.4524435535184494],[30.6143974001909],[100.3151893134849]
34132,[1.8989634500780448],[0.98089193793535],[1.4607470198117316],[30.550023699934624],[100.25414215594915]
68948,[1.8582352381657536],[0.9893260281873708],[1.3582842887031978],[31.171295033630468],[103.54242293645962]
23165,[1.878378090688224],[0.9791515791226164],[1.472846002605816],[31.07973823435017],[97.9774739541247]
33451,[2.524126071610448],[0.972861487259455],[2.6959579442784216],[21.151852469740387],[69.42543347159632]
19607,[3.4139772780967985],[0.9721699671856788],[2.908627164383518],[15.144489738792815],[113.4441656871069]
11539,[4.464604033477142],[0.9712693168826316],[3.684298729608731],[8.177348170104116],[139.1698159044723]
77084,[1.9658601220704777],[0.990687103882136],[1.5009871090770652],[29.50518817267831],[102.23349461059232]
2206,[1.9276607600718965],[0.9858908889353086],[1.4837938183724049],[30.17104976976493],[100.68092714411344]
1692,[1.9195162191485764],[0.9918931698810016],[1.4689446373718886],[30.51038831115132],[100.73694341275726]
35658,[1.9221571828649344],[1.030891134901446],[1.491576244138707],[32.113540340200245],[97.60795480484302]
31421,[1.9428226291769637],[0.9832349901111884],[1.492235755101717],[29.74003888729407],[101.42048065166448]
27040,[1.892955707199854],[0.996224859721607],[1.4623331618697697],[31.32536739212119],[98.9324648937638]
42678,"[1.898163972519324, 2.7438393198240822]","[0.9799124385980352, 2.3345289880708826]","[1.475106535268972, 1.2664686617132683]","[30.62828392435729, 58.00343251044871]","[99.29337556814446, 94.60439588381134]"
70375,[1.927992806501198],[0.9795433702575022],[1.49088248045158],[29.964974069332506],[100.55292927108825]
9022,[1.8803622578640071],[0.982120047760446],[1.415247042433854],[30.74871019789386],[101.79584650549454]
8592,[2.503147642655825],[0.9759707536480348],[2.764688514504056],[20.589703807041584],[64.41744389310055]
17786,[2.463281553388605],[0.9759342804122147],[2.736896426822343],[20.7856965747786],[63.59970034504224]
72406,[1.885913013857583],[0.9802788351291426],[1.4434680400620763],[30.744355778619056],[100.42576638432084]
16609,[1.8995577323114543],[0.9835295567483736],[1.4655658504498643],[30.6729674543466],[99.84874552984742]
37064,[1.9053711884663056],[0.9791510504265278],[1.467659317219769],[30.363574648953364],[100.3765906940529]
75839,[3.258374022220674],[0.9713353647033952],[3.3214461362589915],[130.04140926352844],[84.83167453800301]
15621,[1.9377558762285076],[0.9935298266936664],[1.4479911756482229],[29.9060546103475],[103.48849922929092]
30740,[1.9165444783890508],[0.9775429272023928],[1.486352033622956],[30.145071546023125],[100.07404568612604]
731,[1.94265709156373],[0.9873458979024472],[1.47108013322962],[29.7326848964447],[102.62621574451074]
83728,[3.782692088986504],[0.963365438979057],[3.0488981264926984],[10.54591300623921],[134.05699202348114]
17023,[1.8829829690185087],[0.9791357282626896],[1.4489938358507333],[30.81484097669757],[99.8893851459642]
70574,[1.853483151188256],[0.9852081854382624],[1.371198917392568],[31.26207536632935],[102.49553645351008]
39017,[1.857873244615658],[0.986009143130875],[1.3973262585408786],[31.394283245649135],[101.024868798925]
10872,[1.9289962056327032],[0.9761731217628832],[1.498826546457928],[29.86427342515132],[100.2684641251147]
45173,"[1.9266379438026116, 1.914918403927454]","[0.9833127035443312, 0.9794991687331126]","[1.4922699652750595, 1.476289763562775]","[30.15621516912247, 30.192750867423584]","[100.16951774944356, 100.52071982109754]"
3284,[1.8305716847299511],[1.001560610935873],[2.7924497666122696],[7.0781721763162215],[13.015687629412083]
18442,[3.152214113412537],[0.973700569424106],[3.0793464758605973],[17.929361261316206],[85.27458338095481]
35572,[1.9030088459738277],[0.9789383509900847],[1.430549761817563],[30.118731705152943],[102.71878318593645]
37985,[2.476122804572869],[0.9759642375768524],[2.650943539042821],[21.60048533970344],[69.06562356035823]
37171,[1.9209544666618417],[0.9837617897281296],[1.474495658849229],[30.19185763798822],[100.8910626517385]
8546,[1.9648478393692228],[0.9765064821502304],[1.546562634512657],[29.321198455150835],[99.82109281617072]
831,[5.724316093961103],[1.0228708510075262],[5.192699517461393],[93.15582166336142],[134.89823607900928]
10561,[1.920330472419544],[0.9815952639338764],[1.4896092467876922],[30.230113795903858],[99.94807354218808]
2805,[1.942461028804128],[0.9852051810530512],[1.4816874323187534],[29.742730973990223],[102.00246905377873]
38921,[1.8972332595971717],[0.9832927293442528],[1.4524204321570866],[30.631295975327923],[100.55270810955348]
31701,[3.0006235939411487],[0.9712516863303704],[2.998185926494969],[18.63519480533513],[80.82430754747682]
18694,[1.8905807099306664],[0.9816939111868476],[1.4702594676750766],[30.85973515927785],[98.94638568907511]
74562,[4.345203771575542],[0.9713937252569084],[3.969457512132486],[12.382218221891987],[106.4250387528308]
74658,[1.9139156187673736],[1.0447252355925845],[1.4267255699690409],[32.47687205262386],[100.35966400009669]
20690,[1.930906794847552],[1.033313993393631],[1.4996108830144026],[32.03237943595315],[97.63636561518727]
24881,[1.9016258272761204],[0.9785382189747208],[1.4821791856427895],[30.531851425598425],[99.1602867422926]
5231,[10.17900219524637],[9.783008596017469],[1.2580467668865876],[68.25711851583296],[104.88273586446888]
5760,[1.8837163549486395],[0.9826705371424864],[1.4405044820788024],[30.877837937557448],[100.33062783987458]
30237,[1.8922682432240976],[0.980282023904346],[1.4688965047703668],[30.75275077433916],[99.23291334953494]
18282,[1.9124238623296268],[0.9810402476821268],[1.4735825358460344],[30.298475196989784],[100.43116630080718]
73987,[1.941265844024492],[0.9770250324990364],[1.5439414047528617],[29.877690400657237],[98.19764641266404]
10666,[1.9289685144770945],[0.9815526147066213],[1.5121248344538358],[30.15915145613169],[99.1286687229968]
39931,[3.577055338112179],[0.9768274625660192],[2.6246694892548668],[4.061331872654585],[164.96837383536703]
10931,[1.879229018933097],[1.0006954828432757],[1.4245727263733057],[31.616251090056167],[100.11449292998256]
69860,[1.88425737335816],[1.0351550624117236],[1.3452981620071458],[32.227619336098165],[103.89943424062676]
13761,[1.9040810871589264],[1.0110529764877747],[1.4446923767132145],[31.50940442508989],[100.17686893974226]
32914,[2.327342881290703],[1.864425186155475],[1.2961139841521732],[53.123536198027885],[93.0901272939195]
8287,[1.9194084978809969],[0.9750243414733032],[1.4979846245140094],[30.0528639901627],[99.64661652711057]
77846,[1.9221493812542845],[0.97562710738291],[1.489156671664473],[29.947769594986426],[100.41370733374536]
20253,[3.216734915770208],[0.9695039855688704],[2.6899175019185915],[15.903812476307154],[114.6068129262976]
38010,[1.9143035352602664],[0.9763685337985856],[1.4876816087370153],[30.16463829853628],[99.87203461809467]
25648,[4.42660191211764],[0.9702548257758744],[4.572910478146901],[12.237932397071198],[75.25788320850116]
46038,[2.711600118416301],[3.774928617667768],[1.2133884559253476],[145.5289002305313],[23.98900238596033]
81584,[1.9467731848029088],[0.9853744515444012],[1.4874172003601691],[29.68316097398953],[101.94198024586451]
17278,[1.9493436949553185],[0.9791067103425009],[1.5158384043241049],[29.58953362976171],[100.5508233791929]
34872,[3.5100545826134257],[0.9745064261867414],[3.055494479055977],[15.124887377917876],[109.9792805829498]
15490,[1.9443019550717195],[0.976243294560612],[1.4934166170490382],[29.437212281772013],[101.81366694152132]
31158,[1.9767522027719076],[1.0201352883300048],[1.5185608719478405],[30.50015804875916],[100.42910967748674]
71287,[4.208060153096305],[0.9787553459309728],[4.5890511011669535],[11.775484566021104],[61.33142184691504]
11524,[1.8697507349726772],[1.012102131228403],[1.3341012013927496],[31.54987621247685],[104.84304915757248]
6691,[1.878487016906166],[0.977825278117076],[1.4947053578741478],[31.13379601863209],[96.64838145214846]
76063,[1.9244852786540845],[0.9794174530681652],[1.494535265487395],[30.074083109579103],[100.04742148834347]
69760,[1.864543250195496],[0.9837611511301222],[1.4005415041476803],[31.13839241613029],[101.4542017916886]
15917,[1.957076159090941],[0.9774717521389756],[1.5254741036398474],[29.40383772077024],[100.58127980005185]
6368,[1.9097700751378173],[0.9824623666931108],[1.4457459283455334],[30.208824357471013],[102.02425745327584]
18837,[1.8748937385059783],[0.9813852229839036],[1.4184538668342834],[30.89666356097694],[101.18595425998554]
6780,[4.021579892304732],[2.588097403017941],[1.5548218554092184],[18.01898843691089],[151.27125302543365]
3050,[2.618492986461116],[2.1324350273762414],[1.3091866842646838],[54.06992674483779],[96.1199178302806]
33758,[1.8824705512057411],[0.9916523291589036],[1.386112984137404],[30.82072497761564],[103.4410817002448]
78575,[1.9261536154799848],[1.0057347286102394],[1.4456547044217587],[30.702530429558383],[102.08186649012868]
11238,[3.48703109706422],[0.977887111584586],[3.517708278275213],[142.8924175871451],[133.1168820131039]
22466,[1.90412632494782],[0.9788338939866136],[1.4831263332801057],[30.486800372503183],[99.27412403130896]
46003,[2.4646931330916457],[0.972400268761381],[2.6232901172333114],[21.747974820451056],[69.90925247419645]
622,[1.901519806019227],[0.981361932272514],[1.4695014258184014],[30.563286955102573],[99.84736402808676]
35225,[2.2461565671951425],[1.637259575775634],[1.3562051285467462],[46.36899385027152],[96.79331562169904]
29408,[3.298075982006821],[0.9714577283168088],[3.0627287076653293],[17.054244581091044],[95.33486467391263]
483,[1.9378983474693463],[0.976537634650286],[1.5021899859900718],[29.67879239652893],[100.71041546075227]
10160,[1.871608551652361],[0.9872528175624526],[1.4625757396886354],[31.51209014999145],[97.74382288799534]
8894,[4.319970693207176],[0.975867871471675],[3.944358714455295],[12.526574661625087],[106.23172461365118]
17082,[2.3244783434511667],[0.9763380547438296],[2.711201815743023],[20.571023584067383],[56.77674455658291]
37185,[4.3349044208584],[0.9694102919279344],[3.651508143302018],[9.91387203977996],[129.6568388751487]
19105,[3.319894705221323],[1.0403680684858196],[2.5561355415009244],[13.928524725613093],[129.81389518142788]
72461,[1.9404775172532849],[1.0369976174576938],[1.4988924610839982],[31.93380845192252],[98.2003790560646]
9383,[1.9347912396172715],[1.0126080960603758],[1.4841575500984807],[31.038839745616325],[99.87183098534553]
10449,[2.849511210407826],[1.9772407527728184],[1.2714474639088686],[36.472621725900126],[121.0543441642213]
34538,[1.98707830741651],[1.028566652720548],[1.4353982655976318],[29.785179476025927],[106.3284756289178]
28418,[3.3381843255978905],[0.9721842595685924],[3.382075282143838],[16.618999617620023],[79.13008582182533]
4089,[1.907965916757745],[0.9830124473151858],[1.4762622729268913],[30.50919178939726],[99.81321229588376]
34304,[1.94179773480944],[0.9818035537610732],[1.498802736299891],[29.760169839923712],[100.97359060032647]
42309,[3.724130064663447],[0.9818432553264188],[3.458965576696976],[15.135523161704455],[97.96062107793932]
45896,[1.9951687868797137],[1.0595551969688577],[1.4128344078316084],[30.569062747503228],[106.73190219546952]
4100,[2.292050621903196],[1.7938904863369327],[1.3353099041587542],[51.4045947579294],[93.0199924268106]
38354,[1.9077493953588511],[0.980754272060738],[1.4672596234078268],[30.362648688884622],[100.50600250876846]
12411,[3.456591691628705],[3.0202020637583877],[1.233909110622244],[59.34776592185468],[100.07510346847148]
70248,[2.685671826810978],[0.9715275059746572],[2.731448234111556],[20.64063740945845],[77.02274441700078]
68752,[1.9726167999135844],[1.0300900965880255],[1.4363000067363108],[30.28748120344637],[105.02643508454108]
33479,[1.942976910587647],[1.001558152307373],[1.4408166160943572],[30.017128786191936],[103.95645751158555]
18446,[1.9171606001400543],[0.9754201235290396],[1.500209056267815],[30.13788486949785],[99.30937098244536]
32939,[3.0903682514155477],[2.209625713407684],[1.301355840631517],[37.7305178181551],[121.14434344082056]
22822,[3.872526407379536],[0.9783929694096214],[3.14978600701015],[10.83493931582115],[131.9237201999119]
1924,[1.8902747605042347],[0.983332911221176],[1.412935170948327],[30.49913300882372],[102.6768977592269]
15657,[1.9282073717218928],[0.9756891686806374],[1.5102220831002775],[29.940602725982245],[99.47724999376476]
76211,[3.7928778928821183],[0.968027125734669],[3.421499260323448],[14.25496048069576],[105.248345766923]
77622,[3.5074465205328487],[3.450413974557786],[3.1953069888961574],[61.75732530930301],[63.57435485057773]
